;Тип товара;Полное наименование;МНН;Лекарственная форма;Бренд;Фирма_производитель;Корпорация;Фармакотерапевтическая группа;АТС1;АТС2;АТС3;АТС4;АТС5;Ephmra1;Ephmra2;Ephmra3;Ephmra4;Год;Месяц;Объем1;Объем2;Объем3;Цена;Свыше_1500;размер_500до1500;до_500
2017;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;РЕБИФ РАСТ Д/П/К ВВЕД 44 МКГ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;РЕБИФ;MERCK SHARP & DOHME;MERCK & CO INC;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2018;5;16825196.2;16917.0;14814523.4;875.7181178695987;недостаток;входит;избыток
2019;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТЕБЕРИФ РАСТ Д/П/К ВВЕД 44 МКГ/0,5 МЛ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТЕБЕРИФ;БИОКАД АО;БИОКАД АО;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2019;9;14293124.0;1587.0;14293124.0;9006.379332073095;избыток;избыток;избыток
2022;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТЕБЕРИФ РАСТ Д/П/К ВВЕД 44 МКГ/0,5 МЛ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТЕБЕРИФ;БИОКАД АО;БИОКАД АО;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2018;10;14049782.6;6442.0;5425670.4;842.2338404222292;недостаток;входит;избыток
2023;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТЕБЕРИФ РАСТ Д/П/К ВВЕД 44 МКГ/0,5 МЛ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТЕБЕРИФ;БИОКАД АО;БИОКАД АО;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2019;8;16578620.0;1840.0;16578620.0;9010.119565217392;избыток;избыток;избыток
2025;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТЕБЕРИФ РАСТ Д/П/К ВВЕД 44 МКГ/0,5 МЛ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТЕБЕРИФ;БИОКАД АО;БИОКАД АО;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2022;4;8924069.529472595;5253.82421875;8209261.022750775;1562.5305836181817;входит;избыток;избыток
2026;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТЕБЕРИФ РАСТ Д/П/К ВВЕД 44 МКГ/0,5 МЛ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТЕБЕРИФ;БИОКАД АО;БИОКАД АО;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2022;5;8924069.529472595;5253.82421875;8209261.022750775;1562.5305836181817;входит;избыток;избыток
2030;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;РЕБИФ РАСТ Д/П/К ВВЕД 44 МКГ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;РЕБИФ;MERCK SHARP & DOHME;MERCK & CO INC;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2018;9;19341242.0;2103.0;19338580.0;9195.710889205897;избыток;избыток;избыток
2037;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;РЕБИФ РАСТ Д/П/К ВВЕД 44 МКГ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;РЕБИФ;MERCK SHARP & DOHME;MERCK & CO INC;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2019;9;16801750.0;1885.0;16798431.0;8911.63448275862;избыток;избыток;избыток
2038;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;РЕБИФ РАСТ Д/П/К ВВЕД 44 МКГ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;РЕБИФ;MERCK SHARP & DOHME;MERCK & CO INC;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2018;11;16209206.0;1756.0;16206064.0;9228.96583143508;избыток;избыток;избыток
2039;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;РЕБИФ РАСТ Д/П/К ВВЕД 44 МКГ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;РЕБИФ;MERCK SHARP & DOHME;MERCK & CO INC;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2018;4;8924069.529472595;5253.82421875;8209261.022750775;1562.5305836181817;входит;избыток;избыток
2045;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;РЕБИФ РАСТ Д/П/К ВВЕД 44 МКГ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;РЕБИФ;MERCK SHARP & DOHME;MERCK & CO INC;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2021;2;8924069.529472595;5253.82421875;8209261.022750775;1562.5305836181817;входит;избыток;избыток
2048;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;РЕБИФ РАСТ Д/П/К ВВЕД 44 МКГ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;РЕБИФ;MERCK SHARP & DOHME;MERCK & CO INC;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2019;4;8924069.529472595;5253.82421875;8209261.022750775;1562.5305836181817;входит;избыток;избыток
2049;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;РЕБИФ РАСТ Д/П/К ВВЕД 44 МКГ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;РЕБИФ;MERCK SHARP & DOHME;MERCK & CO INC;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2019;8;22017397.0;2420.0;22014014.0;9096.7;избыток;избыток;избыток
2051;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;СИННОВЕКС ЛИОФ Д/ПРИГ-Я РАСТ Д/В/М ВВЕД 6 МЛН.МЕ №4;ИНТЕРФЕРОН БЕТА-1A;ЛИОФИЛИЗАТ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ;СИННОВЕКС;CINNAGEN CO;CINNAGEN CO;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2019;4;22432440.0;1310.0;22432440.0;17124.0;избыток;избыток;избыток
2054;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;СИННОВЕКС ЛИОФ Д/ПРИГ-Я РАСТ Д/В/М ВВЕД 6 МЛН.МЕ №4;ИНТЕРФЕРОН БЕТА-1A;ЛИОФИЛИЗАТ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ;СИННОВЕКС;CINNAGEN CO;CINNAGEN CO;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2018;4;8924069.529472595;5253.82421875;8209261.022750775;1562.5305836181817;входит;избыток;избыток
2055;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТЕБЕРИФ РАСТ Д/П/К ВВЕД 44 МКГ/0,5 МЛ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТЕБЕРИФ;БИОКАД АО;БИОКАД АО;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2021;6;6629610.8;6192.0;5829973.8;941.5332364341085;недостаток;входит;избыток
2056;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТЕБЕРИФ РАСТ Д/П/К ВВЕД 44 МКГ/0,5 МЛ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТЕБЕРИФ;БИОКАД АО;БИОКАД АО;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2021;7;8924069.529472595;5253.82421875;8209261.022750775;1562.5305836181817;входит;избыток;избыток
2061;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;РЕБИФ 22 РАСТ Д/П/К ВВЕД 6 МЛН.МЕ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;РЕБИФ;MERCK SHARP & DOHME;MERCK & CO INC;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2018;4;8924069.529472595;5253.82421875;8209261.022750775;1562.5305836181817;входит;избыток;избыток
2064;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;РЕБИФ РАСТ Д/П/К ВВЕД 44 МКГ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;РЕБИФ;MERCK SHARP & DOHME;MERCK & CO INC;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2019;7;37802521.0;4185.0;37802001.0;9032.736200716847;избыток;избыток;избыток
2066;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;РЕБИФ РАСТ Д/П/К ВВЕД 44 МКГ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;РЕБИФ;MERCK SHARP & DOHME;MERCK & CO INC;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2019;10;12218680.0;1329.0;12214318.0;9190.607975921746;избыток;избыток;избыток
2072;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;РЕБИФ РАСТ Д/П/К ВВЕД 44 МКГ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;РЕБИФ;MERCK SHARP & DOHME;MERCK & CO INC;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2019;12;17928408.0;1957.0;17921944.0;9157.866121614716;избыток;избыток;избыток
2073;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;РЕБИФ РАСТ Д/П/К ВВЕД 44 МКГ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;РЕБИФ;MERCK SHARP & DOHME;MERCK & CO INC;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2019;11;11307272.0;1227.0;11302249.0;9211.286878565606;избыток;избыток;избыток
2075;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТЕБЕРИФ РАСТ Д/П/К ВВЕД 44 МКГ/0,5 МЛ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТЕБЕРИФ;БИОКАД АО;БИОКАД АО;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2018;8;9379529.6;6685.0;8094907.6;1210.9061480927448;недостаток;входит;избыток
2079;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;РЕБИФ РАСТ Д/П/К ВВЕД 44 МКГ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;РЕБИФ;MERCK SHARP & DOHME;MERCK & CO INC;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2021;6;3433123.2;3722.0;3262932.6;876.6610961848469;недостаток;входит;избыток
2086;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;РЕБИФ РАСТ Д/П/К ВВЕД 22 МКГ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;РЕБИФ;MERCK SHARP & DOHME;MERCK & CO INC;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2019;6;16707637.6;16327.0;15217778.0;932.0621057144607;недостаток;входит;избыток
